微生物学::02 グラム陽性菌	グラム陽性の球菌に含まれる菌属を 3 つ挙げよ	ブドウ球菌属・レンサ球菌属・腸球菌属	いずれもグラム陽性球菌	微生物,陽性菌,分類
微生物学::02 グラム陽性菌	ブドウ球菌属（Staphylococcus）の代表菌は？	黄色ブドウ球菌・表皮ブドウ球菌・腐生ブドウ球菌	カタラーゼ陽性、ブドウの房状	微生物,陽性菌,球菌
微生物学::02 グラム陽性菌	レンサ球菌属（Streptococcus）の代表菌は？	化膿レンサ球菌（A群）・無乳レンサ球菌（B群）・肺炎球菌・緑色レンサ球菌	カタラーゼ陰性、連鎖状	微生物,陽性菌,球菌
微生物学::02 グラム陽性菌	腸球菌属（Enterococcus）の代表菌は？	フェカリス菌（E. faecalis）・フェシウム菌（E. faecium）	VRE が問題になる	微生物,陽性菌,球菌
微生物学::02 グラム陽性菌	グラム陽性の芽胞形成桿菌に含まれる菌属は？	バシラス属（好気性）・クロストリジウム属（嫌気性）	芽胞をつくるのはこの 2 属	微生物,陽性菌,分類,頻出
微生物学::02 グラム陽性菌	バシラス属（Bacillus）の代表菌は？	炭疽菌・セレウス菌	好気性の芽胞形成桿菌	微生物,陽性菌,桿菌
微生物学::02 グラム陽性菌	クロストリジウム属（Clostridium）の代表菌は？	破傷風菌・ボツリヌス菌・ウェルシュ菌・ディフィシル菌	偏性嫌気性の芽胞形成桿菌	微生物,陽性菌,桿菌,頻出
微生物学::02 グラム陽性菌	グラム陽性の無芽胞桿菌に含まれる菌属を 3 つ挙げよ	コリネバクテリウム属・リステリア属・ラクトバチルス属	芽胞をつくらない	微生物,陽性菌,分類
微生物学::02 グラム陽性菌	コリネバクテリウム属の代表菌は？	ジフテリア菌（Corynebacterium diphtheriae）	ジフテリア毒素を産生	微生物,陽性菌,桿菌
微生物学::02 グラム陽性菌	リステリア属の代表菌は？	リステリア・モノサイトゲネス	妊婦・新生児・高齢者の髄膜炎	微生物,陽性菌,桿菌
微生物学::02 グラム陽性菌	ラクトバチルス属の代表菌は？	乳酸桿菌	腟内常在菌	微生物,陽性菌,桿菌
微生物学::02 グラム陽性菌	グラム陽性の分岐状桿菌に含まれる菌属は？	アクチノマイセス属・ノカルジア属	放線菌様に分岐する	微生物,陽性菌,分類
微生物学::02 グラム陽性菌	アクチノマイセス属の代表菌は？	イスラエリー菌（Actinomyces israelii）	放線菌症、嫌気性	微生物,陽性菌,桿菌
微生物学::02 グラム陽性菌	ノカルジア属の代表菌は？	アステロイデス菌（Nocardia asteroides）	好気性、部分抗酸性	微生物,陽性菌,桿菌
微生物学::02 グラム陽性菌	グラム陽性菌の分類を大きく 4 つに分けよ	球菌／芽胞形成桿菌／無芽胞桿菌／分岐状桿菌	この枠組みで菌属を覚える	微生物,陽性菌,まとめ,頻出
微生物学::02 グラム陽性菌	芽胞を形成する菌といえば？	バシラス属（炭疽菌・セレウス菌）とクロストリジウム属（破傷風菌・ボツリヌス菌・ウェルシュ菌・ディフィシル菌）	いずれもグラム陽性桿菌。消毒に抵抗	微生物,陽性菌,まとめ,頻出
