微生物学::01 グラム染色	グラム陽性菌と陰性菌のペプチドグリカン層の違いは？	陽性菌：厚い・多層（20〜80 nm）／陰性菌：薄い・1〜2 層（2〜7 nm）	最も基本的な違い	微生物,グラム染色,頻出
微生物学::01 グラム染色	外膜はどちらにあるか？	グラム陰性菌にのみ存在（脂質二重層）。陽性菌にはない	外膜がバリアになる	微生物,グラム染色,頻出
微生物学::01 グラム染色	タイコ酸・リポタイコ酸はどちらにあるか？	グラム陽性菌にのみ存在	陰性菌にはない	微生物,グラム染色,頻出
微生物学::01 グラム染色	リポ多糖（LPS・内毒素）はどちらにあるか。毒性本体は？	グラム陰性菌の外膜に存在。毒性本体はリピド A	陽性菌には LPS がない	微生物,グラム染色,頻出
微生物学::01 グラム染色	周質（ペリプラズム）はどちらにあるか。そこに何があるか？	グラム陰性菌に存在。βラクタマーゼなどの酵素が存在する	陽性菌はほぼなし	微生物,グラム染色
微生物学::01 グラム染色	細胞膜の枚数は陽性菌・陰性菌でそれぞれ何枚か？	陽性菌：1 枚（細胞膜のみ）／陰性菌：2 枚（内膜＋外膜）	—	微生物,グラム染色
微生物学::01 グラム染色	細胞壁の主要構成成分を陽性菌・陰性菌で比較せよ	陽性菌：ペプチドグリカン、タイコ酸、リポタイコ酸／陰性菌：ペプチドグリカン、LPS、リン脂質、リポタンパク	—	微生物,グラム染色
微生物学::01 グラム染色	グラム染色でそれぞれ何色に染まるか？	陽性菌：紫（脱色されない）／陰性菌：赤〜ピンク（脱色後サフラニンで対比染色）	厚いペプチドグリカンがクリスタル紫を保持	微生物,グラム染色,頻出
微生物学::01 グラム染色	抗菌薬（ペニシリン・バンコマイシン）への感受性の違いは？	陽性菌：感受性が高い／陰性菌：外膜がバリアとなり耐性を示すことが多い	バンコマイシンは陰性菌に無効	微生物,グラム染色,頻出
微生物学::01 グラム染色	溶菌酵素（リゾチーム）への感受性の違いは？	陽性菌：感受性が高い／陰性菌：外膜が防御するため感受性が低い	リゾチームはペプチドグリカンを分解	微生物,グラム染色
微生物学::01 グラム染色	芽胞を形成するのはどちらか？	グラム陽性菌の一部の桿菌（バシラス属、クロストリジウム属）。陰性菌は基本的に形成しない	—	微生物,グラム染色,頻出
微生物学::01 グラム染色	産生する毒素の違いは？	陽性菌：外毒素を産生する菌が多い／陰性菌：内毒素（LPS）＋ 外毒素を産生する菌もある	内毒素＝菌体成分、外毒素＝分泌タンパク	微生物,グラム染色,頻出
微生物学::01 グラム染色	耐乾燥性・耐熱性の違いは？	陽性菌：比較的強い／陰性菌：比較的弱い	芽胞形成能も関係	微生物,グラム染色
微生物学::01 グラム染色	胆汁・界面活性剤への耐性の違いは？	陽性菌：感受性が高い（壊れやすい）／陰性菌：耐性がある（外膜のため）	腸内で生き残るのは陰性菌	微生物,グラム染色
微生物学::01 グラム染色	グラム陽性菌の重要ポイントを 3 つにまとめよ	① 厚いペプチドグリカンとタイコ酸が特徴　② 外膜や LPS がない　③ 抗菌薬・溶菌酵素に感受性が高い	—	微生物,グラム染色,まとめ,頻出
微生物学::01 グラム染色	グラム陰性菌の重要ポイントを 3 つにまとめよ	① 外膜と LPS（内毒素）が特徴　② ペプチドグリカンは薄く、周質がある　③ 抗菌薬や溶菌酵素に耐性を示しやすい	—	微生物,グラム染色,まとめ,頻出
微生物学::01 グラム染色	内毒素（エンドトキシン）と外毒素の違いは？	内毒素：グラム陰性菌の LPS（リピドA）、菌体成分、耐熱性、発熱・ショックを起こす／外毒素：菌が分泌するタンパク、易熱性、毒性が強く特異的	トキソイド化できるのは外毒素	微生物,グラム染色,まとめ,頻出
