生化学::05 酵素反応速度論	Michaelis–Menten 式は？	v = Vmax[S] / (Km + [S])	基質濃度 [S] と反応速度 v の関係	酵素,速度論,基本式	ke59f7b87
生化学::05 酵素反応速度論	Km（Michaelis 定数）の定義は？	[S] = Km のとき v = 1/2 Vmax となる基質濃度	最大反応速度の半分に達するのに必要な基質濃度	酵素,速度論,Km	kc9f4dc6e
生化学::05 酵素反応速度論	Km が小さいとき、基質親和性は？	一般に高い（基質をつかみやすい）	Km 小 → つかみやすい	酵素,速度論,Km	k821c8dd9
生化学::05 酵素反応速度論	Km が大きいとき、基質親和性は？	一般に低い		酵素,速度論,Km	ke9f832d3
生化学::05 酵素反応速度論	酵素量を増やすと Km は変化する？	原則変化しない	Km は酵素の性質、Vmax は酵素の量	酵素,速度論,Km	kda155d43
生化学::05 酵素反応速度論	酵素濃度を上げると Vmax はどうなる？	上がる（Vmax は酵素量に比例する）	酵素を増やす → Vmax↑	酵素,速度論,Vmax	k7cbe411d
生化学::05 酵素反応速度論	[S] ≫ Km のとき、反応速度 v は？	v ≈ Vmax	酵素が基質でほぼ飽和した状態	酵素,速度論,Vmax	k06f3ce99
生化学::05 酵素反応速度論	酵素の飽和とはどういう状態？	ほぼすべての活性部位が基質に占有され、基質を増やしても速度がほとんど増えない状態	曲線が水平に近づく理由	酵素,速度論	kc82a9f5a
生化学::05 酵素反応速度論	競合阻害：阻害剤はどこに結合する？	基質と同じ活性部位（基質と競合する）	競合＝場所の取り合い	酵素,阻害,競合	k9fb17761
生化学::05 酵素反応速度論	非競合阻害：阻害剤はどこに結合する？	基質とは別の部位		酵素,阻害,非競合	k0b5e6388
生化学::05 酵素反応速度論	競合阻害で Km と Vmax はどうなる？	Km↑・Vmax 不変	見かけの親和性が低下する	酵素,阻害,競合,頻出	k53a09740
生化学::05 酵素反応速度論	非競合阻害で Km と Vmax はどうなる？	Km 不変・Vmax↓	最大速度そのものが低下する	酵素,阻害,非競合,頻出	k44f262c0
生化学::05 酵素反応速度論	基質濃度を上げて阻害を克服できるのはどちら？	競合阻害（非競合阻害は克服できない）		酵素,阻害,頻出	k51622ee8
生化学::05 酵素反応速度論	競合阻害で Michaelis–Menten 曲線はどう変わる？	右方へシフトし、最終的に同じ Vmax に達する	右へ	酵素,阻害,競合	ka9706ee9
生化学::05 酵素反応速度論	非競合阻害で Michaelis–Menten 曲線はどう変わる？	曲線が低くなり、Vmax が低下する	下へ	酵素,阻害,非競合	k6e63c118
生化学::05 酵素反応速度論	Lineweaver–Burk plot（二重逆数プロット）の式は？	1/v = (Km/Vmax)(1/[S]) + 1/Vmax	y = ax + b と対応する	酵素,速度論,LB plot	kb8efb560
生化学::05 酵素反応速度論	Lineweaver–Burk plot の Y 切片は何を表す？	1/Vmax		酵素,速度論,LB plot	k4165c3fa
生化学::05 酵素反応速度論	Lineweaver–Burk plot の X 切片は何を表す？	−1/Km		酵素,速度論,LB plot	ke119d3d4
生化学::05 酵素反応速度論	競合阻害で Lineweaver–Burk plot の Y 切片は？	不変（Vmax が変わらないため）		酵素,阻害,競合,LB plot	k352089c1
生化学::05 酵素反応速度論	非競合阻害で Lineweaver–Burk plot の Y 切片は？	増加する（Vmax↓ → 1/Vmax↑）		酵素,阻害,非競合,LB plot	k4aff1466
生化学::05 酵素反応速度論	競合阻害で Lineweaver–Burk plot の X 切片は？	0 に近づく（Km↑ → −1/Km は 0 側へ）		酵素,阻害,競合,LB plot	k8d586a66
生化学::05 酵素反応速度論	非競合阻害で Lineweaver–Burk plot の X 切片は？	不変（Km が変わらないため）		酵素,阻害,非競合,LB plot	ka48fd1d6
生化学::05 酵素反応速度論	競合阻害の直線は、阻害なしの直線とどこで交わる？	Y 軸上	競合＝Y軸	酵素,阻害,競合,LB plot	k2943ad25
生化学::05 酵素反応速度論	純粋非競合阻害の直線は、阻害なしの直線とどこで交わる？	X 軸上	非競合＝X軸	酵素,阻害,非競合,LB plot	kbc5e5f27
