解剖学::03 心臓	心臓の位置と大きさは？	縦隔の中、胸骨の後方やや左寄り（心膜内）／成人の拳大、約 12 cm × 8 cm × 6 cm、重量 約 250〜300 g	—	心臓,総論
解剖学::03 心臓	心基底部と心尖部はどこにあるか？	心基底部：後上方、主に左心房／心尖部：前下方左寄り、第 5 肋間鎖骨中線上で触知	心尖拍動の位置が頻出	心臓,総論,頻出
解剖学::03 心臓	心臓の 3 つの面と 3 つの縁は？	面：前面（胸肋面）・後面（横隔面）・左側面／縁：右縁・左縁・下縁（鋭縁）	—	心臓,総論
解剖学::03 心臓	心膜の構造を述べよ	線維性心膜（強靭な外膜）＋ 漿液性心膜（壁側心膜と臓側心膜＝心外膜の 2 層）／両者の間が心膜腔	心膜腔は漿液で満たされ滑動を助ける	心臓,心膜,頻出
解剖学::03 心臓	心膜反転はどこで起こるか？	上方：大血管の起始部で反転／下方：横隔面で反転（横隔神経や心嚢下動静脈が通過）／前方：大血管の前面で反転	—	心臓,心膜
解剖学::03 心臓	右心房に開口する血管は？	上大静脈・下大静脈・冠静脈洞	冠静脈洞は冠静脈の大部分が合流	心臓,心腔,頻出
解剖学::03 心臓	左心房に開口する血管は？	肺静脈（4 本）	酸素化血が戻る	心臓,心腔,頻出
解剖学::03 心臓	右心室から出る血管と、右心室にある弁は？	肺動脈へ出る／三尖弁（入口）と肺動脈弁（出口）	—	心臓,心腔
解剖学::03 心臓	左心室から出る血管と、左心室にある弁は？	大動脈へ出る／僧帽弁（入口）と大動脈弁（出口）。壁が最も厚い	高圧に対応するため	心臓,心腔,頻出
解剖学::03 心臓	三尖弁の位置と尖の数は？	右心房と右心室の間、3 尖弁（右房室弁）	—	心臓,弁膜
解剖学::03 心臓	僧帽弁の位置と尖の数は？	左心房と左心室の間、2 尖弁（前尖・後尖）＝左房室弁	2 尖なのは僧帽弁だけ	心臓,弁膜,頻出
解剖学::03 心臓	肺動脈弁と大動脈弁の構造は？	どちらも半月弁（3 尖）／肺動脈弁：右心室と肺動脈の間、大動脈弁：左心室と大動脈の間	房室弁との違いに注意	心臓,弁膜
解剖学::03 心臓	心壁の 3 層構造は？	心内膜（内腔を覆う内皮）・心筋層（収縮を担う）・心外膜（臓側心膜、心臓表面を覆う）	—	心臓,心壁
解剖学::03 心臓	心壁の厚さを比較せよ	左心室 ＞ 右心室 ＞ 心房	左心室が最も厚い	心臓,心壁,頻出
解剖学::03 心臓	心筋の性質は？	横紋筋であり、かつ不随意筋	骨格筋（横紋・随意）との違い	心臓,心壁,頻出
解剖学::03 心臓	右冠動脈（RCA）の走行と分枝は？	右房室溝を走行し、後室間枝・後側壁枝などを分枝	洞結節・房室結節を栄養することが多い	心臓,冠動脈,頻出
解剖学::03 心臓	左冠動脈（LCA）の走行と分枝は？	大動脈基部から起始し、前室間枝（LAD）と回旋枝（LCx）に分岐	LAD は左室前壁・中隔	心臓,冠動脈,頻出
解剖学::03 心臓	冠静脈洞はどこに開口するか？	右心房（冠静脈の大部分が合流し、心筋の静脈血を還流する）	—	心臓,冠動脈
解剖学::03 心臓	心臓の刺激伝導系を順に述べよ	洞結節（右心房上壁）→ 房室結節（右心房下部）→ ヒス束 → 右脚・左脚 → プルキンエ線維	リズムの形成と伝導を担う	心臓,伝導系,頻出
解剖学::03 心臓	洞結節と房室結節はそれぞれどこにあるか？	洞結節：右心房の上壁（上大静脈開口部付近）／房室結節：右心房の下部（心房中隔下部）	どちらも右心房	心臓,伝導系,頻出
解剖学::03 心臓	大動脈の走行を順に述べよ	左心室から起始 → 上行大動脈 → 大動脈弓 → 下行大動脈	弓部から 3 分枝が出る	心臓,大血管
解剖学::03 心臓	肺動脈と肺静脈が運ぶ血液はどちらが酸素化されているか？	肺動脈＝静脈血（右心室から肺へ）／肺静脈＝動脈血（酸素化血、肺から左心房へ）	名前と中身が逆	心臓,大血管,頻出
