微生物学::06 寄生虫	阿米巴	赤痢アメーバ		寄生虫,原虫,中日対応	kb5d48fd7
微生物学::06 寄生虫	赤痢アメーバ の学名は？	Entamoeba histolytica		寄生虫,原虫,学名	k2f198f2c
微生物学::06 寄生虫	赤痢アメーバ の分類は？（原虫・線虫・吸虫・条虫）	原虫		寄生虫,原虫,分類	kd12faaa5
微生物学::06 寄生虫	赤痢アメーバ の感染経路は？	経口感染（汚染水・食品）		寄生虫,原虫,感染経路	k5fb138b4
微生物学::06 寄生虫	赤痢アメーバ がヒトに感染するときの形態は？	シスト（嚢子）		寄生虫,原虫,感染形態	k3c4b50f6
微生物学::06 寄生虫	赤痢アメーバ が起こす疾患は？	アメーバ赤痢		寄生虫,原虫,疾患	k9586a0fe
微生物学::06 寄生虫	贾第虫	ランブル鞭毛虫		寄生虫,原虫,中日対応	k0fe32e9c
微生物学::06 寄生虫	ランブル鞭毛虫 の学名は？	Giardia lamblia		寄生虫,原虫,学名	k3dc9dcbe
微生物学::06 寄生虫	ランブル鞭毛虫 の分類は？（原虫・線虫・吸虫・条虫）	原虫		寄生虫,原虫,分類	k17db425e
微生物学::06 寄生虫	ランブル鞭毛虫 の感染経路は？	経口感染（汚染水）		寄生虫,原虫,感染経路	k0bc39065
微生物学::06 寄生虫	ランブル鞭毛虫 がヒトに感染するときの形態は？	シスト（嚢子）		寄生虫,原虫,感染形態	k275e532c
微生物学::06 寄生虫	ランブル鞭毛虫 が起こす疾患は？	下痢症		寄生虫,原虫,疾患	k1aec23d6
微生物学::06 寄生虫	弓形虫	トキソプラズマ		寄生虫,原虫,中日対応	k39610d44
微生物学::06 寄生虫	トキソプラズマ の学名は？	Toxoplasma gondii		寄生虫,原虫,学名	k8aa204e1
微生物学::06 寄生虫	トキソプラズマ の分類は？（原虫・線虫・吸虫・条虫）	原虫		寄生虫,原虫,分類	kb1dba230
微生物学::06 寄生虫	トキソプラズマ の感染経路は？	経口感染（加熱不十分な肉）、経胎盤感染		寄生虫,原虫,感染経路	kb2cfce65
微生物学::06 寄生虫	トキソプラズマ がヒトに感染するときの形態は？	オーシスト／組織シスト（bradyzoite）		寄生虫,原虫,感染形態	k1614a479
微生物学::06 寄生虫	トキソプラズマ が起こす疾患は？	先天性トキソプラズマ症		寄生虫,原虫,疾患	kd9502d36
微生物学::06 寄生虫	疟原虫	マラリア原虫		寄生虫,原虫,中日対応	k25ab988e
微生物学::06 寄生虫	マラリア原虫 の学名は？	Plasmodium		寄生虫,原虫,学名	k06dc4b31
微生物学::06 寄生虫	マラリア原虫 の分類は？（原虫・線虫・吸虫・条虫）	原虫		寄生虫,原虫,分類	k0f0d77b6
微生物学::06 寄生虫	マラリア原虫 の感染経路は？	蚊媒介（ハマダラカ）		寄生虫,原虫,感染経路	k97fe8e78
微生物学::06 寄生虫	マラリア原虫 がヒトに感染するときの形態は？	スポロゾイト（sporozoite）		寄生虫,原虫,感染形態	ke484e8ac
微生物学::06 寄生虫	マラリア原虫 が起こす疾患は？	マラリア		寄生虫,原虫,疾患	k9ad6ef81
微生物学::06 寄生虫	蛔虫	回虫		寄生虫,線虫,中日対応	k9802a7c6
微生物学::06 寄生虫	回虫 の学名は？	Ascaris		寄生虫,線虫,学名	k62f5358c
微生物学::06 寄生虫	回虫 の分類は？（原虫・線虫・吸虫・条虫）	線虫		寄生虫,線虫,分類	k590217cc
微生物学::06 寄生虫	回虫 の感染経路は？	経口感染（虫卵摂取）		寄生虫,線虫,感染経路	k625517d9
微生物学::06 寄生虫	回虫 がヒトに感染するときの形態は？	受精卵（成熟卵）		寄生虫,線虫,感染形態	k96a80eb4
微生物学::06 寄生虫	回虫 が起こす疾患は？	腸管感染症		寄生虫,線虫,疾患	kd4e8750a
微生物学::06 寄生虫	日本血吸虫	日本住血吸虫		寄生虫,吸虫,中日対応	k11faa143
