生化学::04 ビタミン	脂溶性ビタミン 4 つは？その共通の注意点は？	A・D・E・K／体内（肝・脂肪組織）に蓄積しやすいため、欠乏症だけでなく過剰症も問われる	脂肪吸収障害・胆汁うっ滞でまとめて欠乏する	ビタミン,総論,頻出	tkymlh
生化学::04 ビタミン	水溶性ビタミンにはどのようなものがあるか。蓄積するか？	ビタミンB群（B1・B2・B3・B5・B6・B7・B9・B12）とビタミンC／基本的に蓄積せず尿中に排泄されるため、過剰症は起こりにくい	例外的に B6 は大量長期で神経障害	ビタミン,総論	asazhb
生化学::04 ビタミン	脂肪吸収障害・胆汁うっ滞で欠乏しやすいビタミンは？	脂溶性ビタミン A・D・E・K	胆汁は脂溶性ビタミンの吸収に必須	ビタミン,総論,頻出	6o31d2
生化学::04 ビタミン	ビタミンA の別名と活性型は？	別名：レチノール／レチナール／レチノイン酸　活性型：11-cis-レチナール（視覚）、レチノイン酸（遺伝子発現）	脂溶性	ビタミン,A	19yr99g
生化学::04 ビタミン	ビタミンA の主な作用は？	視覚（ロドプシンの構成成分）、上皮細胞の分化・維持、成長・発生	上皮の正常化に必須	ビタミン,A	ha2pd4
生化学::04 ビタミン	ビタミンA 欠乏症は？	夜盲症、眼球乾燥症、角膜軟化症、上皮の角化	原因：脂肪吸収障害、胆汁うっ滞、低栄養	ビタミン,A,頻出	dy4kkx
生化学::04 ビタミン	ビタミンA 過剰症は？特に注意すべき状況は？	頭痛、肝障害、脱毛、骨障害／催奇形性があり、妊娠中の過剰摂取とレチノイド製剤に要注意	脂溶性で蓄積するため	ビタミン,A,頻出	1vhw7yh
生化学::04 ビタミン	ビタミンB1 の別名と補酵素型は？	別名：チアミン　補酵素型：TPP（チアミンピロリン酸）	糖質代謝の要	ビタミン,B1,頻出	18ljaqh
生化学::04 ビタミン	TPP（ビタミンB1）が補酵素となる酵素を 4 つ挙げよ	ピルビン酸脱水素酵素、α-ケトグルタル酸脱水素酵素、分岐鎖α-ケト酸脱水素酵素、トランスケトラーゼ	いずれも糖・分岐鎖アミノ酸代謝	ビタミン,B1,頻出	1v1u4f8
生化学::04 ビタミン	ビタミンB1 欠乏の原因となる状況は？	慢性アルコール多飲、低栄養、糖質の過剰摂取、妊娠悪阻	アルコール依存が最頻出	ビタミン,B1,頻出	szh4rv
生化学::04 ビタミン	ビタミンB1 欠乏症を挙げよ	脚気（乾性＝多発性神経炎／湿性＝心不全）、Wernicke 脳症、Korsakoff 症候群	乾性・湿性の区別が頻出	ビタミン,B1,頻出	13t4gdq
生化学::04 ビタミン	Wernicke 脳症の三徴は？	意識障害・眼球運動障害・運動失調	ビタミンB1 欠乏	ビタミン,B1,頻出	1mjt29x
生化学::04 ビタミン	ビタミンB1 欠乏を疑う患者にブドウ糖を投与するとき、注意すべきことは？	ブドウ糖投与の前にチアミンを投与する（糖負荷で残った B1 が消費され、Wernicke 脳症が誘発・悪化するため）	最重要の臨床ポイント	ビタミン,B1,頻出	1ukg9x
生化学::04 ビタミン	ビタミンB2 の別名と補酵素型は？主な作用は？	別名：リボフラビン　補酵素型：FAD・FMN／酸化還元反応、電子伝達系、エネルギー代謝	フラビン酵素の補酵素	ビタミン,B2	1wku0zh
生化学::04 ビタミン	ビタミンB2 欠乏症は？	口角炎、口唇炎、舌炎、脂漏性皮膚炎	口のまわりの症状で覚える	ビタミン,B2,頻出	1stlrm6
生化学::04 ビタミン	ビタミンB3 の別名と補酵素型は？	別名：ナイアシン（ニコチン酸／ニコチンアミド）　補酵素型：NAD＋・NADP＋	酸化還元反応、エネルギー代謝	ビタミン,B3,頻出	7owqrf
生化学::04 ビタミン	ビタミンB3（ナイアシン）欠乏症とその 3 徴は？	ペラグラ／3D：Dermatitis（皮膚炎）・Diarrhea（下痢）・Dementia（認知機能障害）	覚え方は 3D	ビタミン,B3,頻出	l4jmjk
生化学::04 ビタミン	ナイアシン欠乏の原因を挙げよ	低栄養、トリプトファン不足、Hartnup 病、カルチノイド症候群	ナイアシンはトリプトファンから合成できる	ビタミン,B3,頻出	1g593zl
生化学::04 ビタミン	ニコチン酸（ナイアシン）の過剰・薬剤投与で起こる症状は？	皮膚紅潮（フラッシング）、掻痒、高尿酸血症、高血糖、肝障害	脂質異常症治療薬としてのニコチン酸	ビタミン,B3	1ogaxmc
生化学::04 ビタミン	ビタミンB5 の別名と役割は？	別名：パントテン酸／CoA とアシルキャリアタンパク質（ACP）の構成成分。アシル基転移、脂肪酸代謝、エネルギー産生	欠乏症は非常にまれ	ビタミン,B5	upub08
生化学::04 ビタミン	ビタミンB6 の別名と補酵素型は？	別名：ピリドキシン／ピリドキサール／ピリドキサミン　補酵素型：PLP（ピリドキサールリン酸）	アミノ酸代謝の要	ビタミン,B6,頻出	7gxwty
生化学::04 ビタミン	PLP（ビタミンB6）の主な作用は？	アミノ酸代謝（アミノ基転移・脱炭酸）、神経伝達物質の合成、ヘム合成（ALA 合成酵素の補酵素）	ヘム合成に関与する点が重要	ビタミン,B6,頻出	a60y22
生化学::04 ビタミン	ビタミンB6 欠乏を起こす代表的な薬剤と、その欠乏症は？	イソニアジド（INH）／末梢神経障害、けいれん、皮膚炎、鉄芽球性貧血	INH 投与時は B6 を併用する	ビタミン,B6,頻出	1djvbvv
生化学::04 ビタミン	ビタミンB6 欠乏で鉄芽球性貧血が起こるのはなぜか？	PLP がヘム合成（ALA 合成酵素）の補酵素であり、ヘムが作れずミトコンドリアに鉄が蓄積するため	環状鉄芽球	ビタミン,B6,頻出	1lvk5le
生化学::04 ビタミン	ビタミンB6 の過剰症は？	大量・長期摂取による感覚性末梢神経障害	水溶性だが過剰症がある例外	ビタミン,B6	1kg1qal
生化学::04 ビタミン	ビタミンB7 の別名と役割は？	別名：ビオチン／カルボキシラーゼの補酵素。カルボキシル化反応（脂肪酸合成、糖新生、アミノ酸代謝）	CO2 を付ける反応	ビタミン,B7	132rvxe
生化学::04 ビタミン	ビオチン欠乏の特徴的な原因と症状は？	原因：生卵白の大量・長期摂取（アビジンがビオチンと結合し吸収を阻害）、長期静脈栄養／症状：皮膚炎、脱毛、神経症状	生卵白＝アビジン	ビタミン,B7,頻出	1g4m5mr
生化学::04 ビタミン	ビタミンB9 の別名と補酵素型は？主な作用は？	別名：葉酸（フォレート）　補酵素型：THF（テトラヒドロ葉酸）／一炭素単位の転移、プリン・チミジル酸合成、DNA 合成	細胞増殖に必須	ビタミン,B9,頻出	1d8se9a
生化学::04 ビタミン	葉酸欠乏の原因を挙げよ	妊娠、アルコール多飲、低栄養、メトトレキサート（MTX）、トリメトプリム、フェニトイン	薬剤性が頻出	ビタミン,B9,頻出	4f7dv0
生化学::04 ビタミン	葉酸欠乏症は？妊娠との関係は？	巨赤芽球性貧血、舌炎／妊娠時の欠乏で胎児の神経管閉鎖障害のリスクが上昇するため、妊娠前〜妊娠初期の摂取が重要	神経症状は通常きたさない	ビタミン,B9,頻出	1e9wk5z
生化学::04 ビタミン	ビタミンB12 の別名と活性型は？	別名：コバラミン　活性型：メチルコバラミン、アデノシルコバラミン	メチオニン合成とメチルマロニルCoA 代謝	ビタミン,B12,頻出	hhq4dq
